Transcript,valence,arousal,dominance,emotion,original_emotion,Audio_Uttrance_Path
"Yeah, they do.",2.0,3.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M022.wav
Augie.,2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_F015.wav
"All right.  But they are fish that do something no other fish do.  Like the swallows were turning into Capistrano or Lemmings jumping off the cliffs, you know like that. There's- There's magic here and mystery.  And a little bit of the unexplainable.  You know, I can't see how you could not be interested.",3.5,4.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M023.wav
I'm just not.,2.0,2.5,3.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_F016.wav
For real?,2.5,2.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M024.wav
Yes.,2.5,2.0,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_F017.wav
"I don't get it.  I mean, the first time we came you said it was the best night of your life. And last year I remember distinctly you were so excited about coming that you stubbed your toe toe pushing me out the door and you didn't even notice until you got in the car.",2.0,4.5,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M025.wav
"Well, if you also remember last year we- our shoes got wet, I got sand in my panties, we had a big argument, you had a sore throat, and we didn't see the grunion.",1.5,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_F018.wav
We weren't in a good spot.,2.0,3.5,3.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M026.wav
We didn't see them the first time either.,2.5,2.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_F019.wav
We just weren't in a good spot.  This is a much better spot.  I've got a great sense for these things.,3.0,4.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M027.wav
"Look there.  What is that?  Is that -- Oh No, that's seaweed.",3.0,4.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M028.wav
"Oh, this is great.  I wouldn't miss this for the world. I mean, think about this, I know you're not interested but just think about this for a second;",4.5,4.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M029.wav
somewhere out there is a giant mass of silver fish all swimming in this direction.  They don't know why they're doing it.  We don't know why they're doing it.  They didn't- It wasn't a decision.  No one took a vote.  Nobody sent them an invitation or a map or anything like that.  It was just some internal time release fire cracker that went off. And all as one they turned around and formed this giant line as long as the California coastline and they just started swimming.  They are swimming right now at this very moment.   And And-,4.5,5.0,5.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M030.wav
"And it's single mindedness with no mind. It- It's urgency, it's pure urge.  I mean, they didn't make any decisions.  They don't ask any questions.  They don't give it a name,",4.0,5.0,4.5,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M031.wav
"they just all as one turn around and start swimming to this very point where we are standing now for one last celebration of sex and death. God, it's giving me Goosebumps.  Look at all the hairs that are standing up.",5.0,5.0,5.0,Happy,Excited,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M032.wav
That's the wind.,3.0,2.0,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_F020.wav
"Well, so what do you think?",4.0,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05M_script02_1/Ses05M_script02_1_M033.wav
What's he going to say? Maybe we should tell him before he sees it.,2.5,2.5,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F000.wav
He saw it.,2.5,2.5,3.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M000.wav
How could he see it?  I was the first one up.  He was still in bed.,2.0,3.0,3.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F001.wav
He was out here when it broke.,2.0,2.5,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M001.wav
When?,2.5,2.0,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F002.wav
"Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked.",2.0,3.0,3.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M002.wav
What was he doing out here at four in the morning?,2.5,3.0,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F003.wav
I don't know.  but When it cracked he ran back into the house and start to cry in the kitchen.,2.5,3.0,3.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M003.wav
Did you talk to him?,2.5,2.5,3.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F004.wav
No.  I figured it was best to leave him alone.,2.5,3.0,3.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M004.wav
He cried hard.,3.0,2.5,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F005.wav
I could hear him right through the floor of my room.,2.0,3.0,3.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M005.wav
He is thinking about him again.,2.5,2.0,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F006.wav
"It's getting just like after Larry died, he's having dreams, he's walking around at night.",2.5,2.5,3.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F007.wav
"I guess, he is.",2.0,3.0,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M006.wav
What's the meaning of that?,2.5,2.0,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F008.wav
I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,2.0,3.5,3.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M007.wav
What?,2.0,2.5,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F009.wav
Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,1.5,3.0,4.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M008.wav
"What do you mean, dishonest?",2.5,2.5,2.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F010.wav
"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",2.0,3.0,4.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M009.wav
"What are you going to do, argue with him?",2.5,3.5,3.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F011.wav
"No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive.",2.0,3.5,4.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M010.wav
"Why shouldn't he dream about him, walk around during the night, looking for him um.  Do we contradict him?  Do we say outright that we don't have any hope anymore, that we haven't had any for years now?",1.5,3.5,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M011.wav
You can't just say that to him.,2.0,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F012.wav
We have to say it to him!,2.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M012.wav
"How are you going to prove it, I mean, there's no body and there's no grave.  So what are you going to do? Do you have proof?",2.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F013.wav
"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",1.5,4.0,4.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M013.wav
"To you it is, and to me, but not to your father.  Now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?",2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F014.wav
"Sit down, mom.  I want to talk to you.",2.5,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M014.wav
"The trouble with the god damned newspapers, I mean every week, they do a story about some boy's been gone longer than Larry and he comes back, so the next one is gonna--",1.5,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F015.wav
"All right, All right mom.  Listen!",2.5,4.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M015.wav
"You know why I asked Annie here, don't you?",3.0,3.0,3.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M016.wav
why?,3.0,2.0,2.5,Sad,Fear,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F016.wav
You know.,2.5,3.5,3.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M017.wav
Well I got an idea.  But what's the story?,3.0,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F017.wav
I'm going to ask her to marry me.,3.0,3.0,3.5,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M018.wav
"Well that's nobody's business but yours, Chris.",2.5,2.5,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F018.wav
You know that's not just my business.,2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M019.wav
"What- What am - what are you going to do, I mean you're old enough to make up your own mind?",2.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F019.wav
So it's all right.  I can go ahead with it then?,2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M020.wav
Well you're want to make sure your father isn't you know going to--lose them,3.0,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F020.wav
Then it's not only my business.  Sometimes you infuriate me.  You know that?,1.0,4.0,4.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M021.wav
"You know that?  Isn't it your business too, if I tell dad, and he gets, throws a fit about it?   you have such a talent for ignoring things!",1.0,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M022.wav
I ignore what I got to ignore.  The girl is Larry's girl.,2.5,4.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F021.wav
She's not Larry's girl!,1.0,4.5,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M023.wav
"As far as your father is concerned, he's not dead and you've no right to take his girl.",2.5,3.5,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F022.wav
"Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't.",2.5,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F023.wav
"I don't know why it is.  But every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time, after time.",1.5,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M024.wav
"Well you're a considerate fellow, there's nothing wrong with that.",2.5,2.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F024.wav
To hell with that!,1.5,4.5,4.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M025.wav
Have you asked Annie yet to marry you?,2.5,4.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F025.wav
I want to get this settled first.,2.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M026.wav
"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?",2.5,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F026.wav
"Well, if she does, then that's the end of it, but from her letters it sounds like she's forgotten about it.  I'll find out and then we'll thrash it out with Dad, all right?  Mom, don't avoid me.",2.0,3.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M027.wav
"The trouble is you don't see enough women, you never have",2.0,3.5,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F027.wav
"So what, I'm not fast with women.",1.5,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M028.wav
Well I just don't see why it has to be Annie.,2.5,2.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F028.wav
Because it is.,2.5,3.5,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M029.wav
"well, that's a good reason, but it doesn't answer a thing.",2.5,3.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F029.wav
"I can't help it.  I know her best.  I was brought up next door to here, the easiest, when I think of somebody for my wife, I think of Annie.  Do you want a diagram?",2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M030.wav
"No, I don't want a diagram, but, Chris, your father thinks Larry's coming back.",2.0,2.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F030.wav
"You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't.",1.5,2.5,4.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F031.wav
"All right, then, Mom.",3.0,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M031.wav
Give it some more thought.,3.0,2.0,2.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F032.wav
"I've given it three years of thought.  And hope by now that he wouldn't.  Can you forget about Larry an-- and we can have a regular wedding and have everybody be happy.  But that can't happen here, I'm set to get out.",2.0,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M032.wav
What the hell is this?,2.0,3.0,2.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F033.wav
"I'll get out. I'll get married and live some place else.  Maybe, maybe New York?",2.5,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M033.wav
Are you crazy?,2.0,3.0,3.5,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F034.wav
"I've been a good son for too long, a big sucker.  I'm through with it.",1.5,4.0,5.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M034.wav
Wait a minute.  Tell me this.  Do you mean to say that you would leave the business?,2.0,3.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F035.wav
The business?  The business?  It doesn't inspire me?,1.5,4.0,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M035.wav
Must you be inspired?,2.0,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F036.wav
"Yes!  I like it an hour a day.  If I had to grub for money all day long, I like to come home to something beautiful.  I want a family.  I want- I want kids.  I want to build something I can give myself to. and Annie is in the center of that, and now where do I find it?",2.0,5.0,5.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M036.wav
"Don't- you, you can't think like that!  Don't think like that!",2.5,4.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F037.wav
Then help me stay here.,2.5,3.5,3.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M037.wav
"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!",1.5,4.0,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F038.wav
I know that Mom. I know.  Just you help me stay here.,1.5,4.5,4.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M038.wav
"All right, but don't think like that.",3.0,3.5,3.5,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F039.wav
I am thinking like that.,2.5,3.0,4.0,Sad,Sadness,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M039.wav
"I don't understand you, do I?",2.0,2.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F040.wav
No.  You don't.  I'm a pretty tough guy.,2.0,2.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_M040.wav
"Yeah, I can see that.",2.0,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_script01_1/Ses05F_script01_1_F041.wav
"Hi, I need an ID.",4.0,2.5,3.0,Neutral,Neutral state,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F000.wav
"ahh Yeah, this is the wrong line.  I'm sorry.  You need to go back over to line two B.  That's where you should have started from.",2.5,2.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M000.wav
"Okay, I'm sorry, but I just stood in this line for an hour.  can I Is there any way I can-",2.5,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F001.wav
"No, they told me-I'm sorry, but they told me to be in this line.",2.5,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F002.wav
"Yeah, I understand that ma'am.  I don't know what they said to you, but you need to be in a different line.",2.0,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M002.wav
"What, I mean what... what's the difference?  What do I need to do there that I can't do here?",2.5,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F003.wav
"Well, I have no camera here.  I can't help you at all here, ma'am.  I have forms for something completely different.  You need to go to a different place.",2.0,4.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M003.wav
Can you just-can I just get the right-,2.5,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F004.wav
"Simply step to line two A, ma'am, I'm sorry.",2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M004.wav
Would you be able to put me at the front of that line?,2.5,3.5,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F005.wav
There is a large line of people behind you waiting to be--,2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M005.wav
I know.  I've been in line with these people.  I understand.  I understand what it's like.  Could you please like call over and-,2.0,3.5,4.0,Angry,Anger,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F006.wav
"I don't want to be rude here, ma'am, but line two B is where you need to be.  This is the line for registration.",2.0,3.5,4.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M006.wav
"I hear that.  I hear that.  Thank you, but I've waited in line for so long, and I don't want to have to be here all day.",2.0,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F007.wav
I don't have those-,2.0,3.0,3.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M007.wav
"So could I maybe get the form from you, fill it out here- and maybe you could-",2.0,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F008.wav
"I don't have those forms, ma'am.  I can't help you.  That's why you need to go to line two A.",2.0,4.0,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M008.wav
And how long is that going to take?,1.5,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F009.wav
"Ma'am, obviously I have no idea how long it's taking.  There seems to be a bit of a line there.  It looks like thirty forty people.  It could take four to five hours.  I'm sorry.",1.5,3.5,4.0,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M009.wav
I don't-,1.5,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F010.wav
"There's nothing I can do for you, ma'am.",2.5,3.5,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_M010.wav
"I don't have time for this today, and-",2.0,3.0,3.5,Angry,Frustration,/content/drive/My Drive/CS 297/IEMOCAP/Session5/Audio_Uttrances/Ses05F_impro01/Ses05F_impro01_F011.wav
